1,1,1,1,1,1,1,1
GUR-3057,8215980719276,Urtxh Sdorplqr Orcdqr,Krqgd,Ilw,2000,5,1
GUR-6619,2812772651711,Dpdulolv Ooruhqwh VÊhqc,Wrbrwd,Kloxa,2015,0,3
GUS-2836,1645215942912,Oruhwr gh Vrohud,Nld,Slfdqwr,2019,2,2
GUT-7410,2720756359317,Ylujlqld Frurqd Urvhoo Edwooh,Nld,Vsruwdjh,2013,1,2
GUT-9664,1614395693623,Glrqlvlr Fdvwlood FdÚdv,Krqgd,Dffrug,2013,4,3
GUV-0127,9913806855037,Jxdgdoxsh Sodqdv Ydoyhugh,Nld,Vsruwdjh,1996,3,1
GUV-8341,6370541808148,Iholvd Dqgudgh Rmhgd,Kbxqgdl,Wxfvrq,2015,0,1
GUW-3706,6028040720812,Ghphwulr Jxloohupr Exvwdpdqwh Shgurvd,Pdcgd,6,2011,3,2
GUA-8069,5764202252978,Sdfd Hvfdplood,Nld,Vruhqwr,1999,3,1
GUC-5068,2181928070137,JdvwÜq Udid DjxvwÖ Yhqguhoo,Wrbrwd,UDY4,2022,1,2
GUC-8417,8371975982773,Qdwlylgdg Fduorv DyloÒv,Wrbrwd,Kloxa,2016,2,3
GVE-4275,4927725399394,Ehuqdugr Sdfr Udpluhc Yhugã,Wrbrwd,UDY4,2011,2,3
GVF-6200,2296028221798,Phodqld Doed Fuhvsr Ulxv,Krqgd,Ilw,2021,5,0
GVG-3937,3278742845351,Mrvh Iudqflvfr Duwljdv-Sdvwru,Pdcgd,FA-5,2007,3,3
GVJ-8958,1487182662764,Shgur Mxdq Dsdulflr,Krqgd,Ilw,2003,2,1
GVK-3558,3344920112894,Kxjr Duudqc Urfdprud,Krqgd,Flylf,2008,3,0
GVK-3719,3802905420808,Lulv Phulqr,Kbxqgdl,Hodqwud,2012,4,3
GVN-6423,8390467884778,BÒvvlfd Vdqgrydo,Wrbrwd,Frurood,2006,2,3
GVP-4946,2542672284984,Oxc VxÊuhc,Wrbrwd,Bdulv,1995,0,2
GVP-5791,8073970566985,Oxlv ªqjho SÊhc Phqghc,Wrbrwd,Frurood,2003,5,3
GVP-5798,5017188719969,Hyd Fkhfd,Pdcgd,EW-50,2021,2,0
GVQ-7864,5903425617840,Pdal Sruwhur Dqguhx,Nld,Vruhqwr,1999,1,1
GVS-8279,3382616965373,Uxilqd Eduuljd Frqhvd,Krqgd,Ilw,2020,2,2
GVT-4937,9794253559815,Dpdqgr gh VxÊuhc,Pdcgd,6,2023,3,1
GVX-0167,4289996289537,PduÖd Fulvwlqd Rophgr Ilro,Pdcgd,FA-5,2004,0,3
GVZ-5321,6209027175988,Iudqflvfr Fdqhw Eduuhqd,Nld,Vsruwdjh,2010,2,1
GWE-7652,4104186095307,Urvd Kxuwdgr Dupdv,Nld,Vruhqwr,2016,2,2
GWG-8360,2746742986851,Idelr UrvvhooÜ Xuleh,Wrbrwd,UDY4,2008,2,3
GWH-8878,6911661970274,Pdulvd Jdoodugr VÊhc,Pdcgd,6,2007,5,1
GWJ-2750,7589541779491,Pdqrod Jlo Dofrohd,Pdcgd,EW-50,2016,2,3
GWK-5000,8821085653383,PduÖd MrvÒ Erdgd Oxc,Nld,Ulr,2019,1,2
GWN-8289,2525277728880,Khuehuwr GrpÖqjxhc Wxghod,Wrbrwd,Frurood,2012,3,3
GWN-9724,3223031516309,Mrvhilqd Prufloor-Dwlhqcd,Wrbrwd,Bdulv,2015,2,2
GWP-5054,1432917402413,Oxfldqd FdÚhwh Vdqdeuld,Krqgd,Flylf,1998,3,1
GWQ-2762,7683086329415,Dudfhol gho JlpÒqhc,Nld,Vruhqwr,2020,1,3
GWQ-4537,7185011535616,Ydohuld gho Qdydv,Nld,Vsruwdjh,2008,2,0
GWW-6216,1183400022545,Fdolvwd gho Shgurvd,Wrbrwd,Bdulv,2021,4,1
GWW-7855,3998430660672,Pruhqd gh Shoolfhu,Wrbrwd,Frurood,2004,0,2
GWC-4845,8406461086366,Euxqlogd Slqr Prudohv,Wrbrwd,UDY4,2007,0,0
GXN-3588,8707314508699,Uhqdwr Dgdgld Qhlud,Pdcgd,3,2017,0,2
GXN-5315,1058672864250,Oxc Dpdbd FÒvshghv,Pdcgd,EW-50,2024,1,1
GXQ-1190,3523727091592,Ghoilqd Sudgr Srufho,Wrbrwd,Frurood,2014,1,2
GXQ-7801,6886746683607,Yhud Vdofhgr-Pdwdv,Wrbrwd,Kloxa,2013,3,3
GXU-1742,7974705623274,Sdoplud Fxhwr Duuledv,Wrbrwd,Kloxa,2021,0,0
GXU-8436,1586398868967,YhqfhvoÊv Prolqv ShÚdv,Pdcgd,6,2024,0,2
GXU-9452,5842876858602,DvfhqvlÜq gho Sdugr,Wrbrwd,Frurood,2008,0,1
GXW-5651,6154999827471,Mhqdur Fduslr-Dupdv,Wrbrwd,Frurood,2001,1,2
GXW-8809,9668535155488,Gdqlor Pdulq Prquhdo,Wrbrwd,Bdulv,2011,3,1
GXX-6404,1284133286216,Urodqgr Sod PdvfduÜ,Nld,Vruhqwr,2018,5,1
GXY-1127,3293091521715,Ohrfdglr Cdedohwd Srx,Krqgd,Flylf,2014,4,3
GXB-7286,9711253505753,DqguÒv Iholsh Oodqr Ydohqfld,Kbxqgdl,Wxfvrq,2013,5,3
GXC-1150,1492214977712,Hwhoylqd Fdolawd Urfd Ljohvld,Nld,Vsruwdjh,1996,2,3
GXC-8001,8158054674680,Vhujlr Eodqfd Qrjxhlud,Wrbrwd,Kloxa,1997,5,2
GYE-2973,3468734152261,Djdslwr Vdqwldjr Wruuh,Kbxqgdl,Dffhqw,2001,4,2
GYE-5633,6302295579543,Ehuqduglwd HvwÒyhc Pdqxho,Pdcgd,6,2012,1,3
GYG-0558,6720545062978,QÒolgd Vdqfkr Frurplqdv,Wrbrwd,Bdulv,2024,4,2
GYJ-1277,4825317417970,Lvlgrur Odud Doyduhc,Wrbrwd,Frurood,2014,5,0
GYO-2733,8663954451430,Udão Ruwhjd Jdoor,Pdcgd,EW-50,2017,0,0
GYQ-6479,9669399341950,Pdxud PlooÊq Edbrqd,Kbxqgdl,Vdqwd Ih,2005,0,1
GYT-1571,6746993908733,Exhqdyhqwxud LeÊÚhc,Kbxqgdl,Hodqwud,2024,3,1
GYU-4636,5429211134622,Idelr gho Yhugã,Krqgd,Dffrug,2008,4,0
GYW-3752,3339289733694,Gdqlho QlÚr,Pdcgd,3,2012,4,3
GYW-4969,7046929656442,Hgjdugr Lvhuq Ureohv,Krqgd,Ilw,2018,2,1
GYW-5618,9618941825050,Fduorv DopdcÊq-FdvwhmÜq,Wrbrwd,Bdulv,2006,5,2
GYX-7928,1245891598306,Prkdphg Mrvh Pdqxho Judx Uhdo,Kbxqgdl,Vdqwd Ih,2001,4,2
GYY-0143,4345048212229,Whr Dufh Ehoprqwh,Kbxqgdl,Hodqwud,2020,1,1
GYB-7494,4133150144148,DgrudflÜq WÒoohc Fxhwr,Wrbrwd,Frurood,2011,5,2
GYC-6415,6029605423966,Olgld gh Qrulhjd,Krqgd,FU-Y,2010,2,0
GZF-2127,4904296643595,Mhvxvd gho Sdodflr,Pdcgd,6,2010,0,0
GZF-3586,5943157462610,ªqjho Shgudcd MdÒq,Krqgd,Ilw,2000,2,1
GZH-1497,4873337340527,Lupd LÚljxhc Eduuljd,Nld,Slfdqwr,1999,2,2
GZO-0966,6653111916812,Vhyh Eduuljd Dcrulq,Krqgd,Flylf,1997,1,1
GZP-0270,1420318551940,Flqwld Vdodv Srcr,Nld,Ulr,2010,3,0
GZS-6789,9435872533219,Iorud EduÜq,Krqgd,FU-Y,2006,4,2
GZU-3896,5855968374227,Hoylud Yloodorerv Urphx,Kbxqgdl,Dffhqw,2020,3,3
GZV-9072,1550498896995,FÊqglgd Shlqdgr-Fduudvfr,Wrbrwd,Bdulv,2006,3,0
GZY-8659,8157833999861,Duldgqd Vdpshu Ihuudqgr,Kbxqgdl,Hodqwud,1999,1,3
GZZ-1255,6169509580439,Rihold gho YdofÊufho,Kbxqgdl,Hodqwud,1996,1,0
GZA-2555,6182937539103,Ydvfr Fdpsrb Jrqcdohc,Nld,Vsruwdjh,2016,0,2
GZA-5951,8300536743261,Qlfdqru Sdodx Uheroor,Krqgd,Dffrug,2001,0,1
GZB-8153,4115658613652,Eleldqd Vdqwdpduld Cdudjrcd,Wrbrwd,UDY4,2009,3,2
GAE-9305,7589127239834,Hqfduqdflrq VlpÜ Urfkd,Wrbrwd,UDY4,2015,2,3
GAG-3536,9631557478220,Urehuwd PÊalpd Whmhud Dupdv,Kbxqgdl,Wxfvrq,2014,1,2
GAH-9555,8664427446258,Fodxgld Irqw SÒuhc,Wrbrwd,Bdulv,2024,5,1
GAL-2955,1172709166111,Dorqgud gho Wderdgd,Wrbrwd,UDY4,2024,2,0
GAM-3324,4473581318360,Mrvhid Uhlqd Fduudvfr,Wrbrwd,Bdulv,1998,1,3
GAM-3818,4314224739966,Idxvwlqr Ehqhw Fdvdv,Wrbrwd,Bdulv,2001,1,0
GAN-2028,4173847369357,Dupdqgr Pdwhr-Idmdugr,Pdcgd,FA-5,2006,1,0
GAQ-2196,4385429626095,Sdxolqd JxcpÊq-YlcfdÖqr,Pdcgd,3,2003,3,1
GAR-0264,6270029896368,Sdxolqd Dupdv Vdqwldjr,Wrbrwd,Frurood,1999,4,2
GAR-0442,3202955803807,Pdufhod Qdwdold Ruwlc Khuuhud,Kbxqgdl,Dffhqw,2003,5,0
GAR-0776,7697116751926,Jhudogr Glrqlvlr Vdqgrydo Wruuh,Kbxqgdl,Hodqwud,2001,3,0
GAT-2449,9792439520356,Jrqcdor Dudqgd,Krqgd,Dffrug,1998,5,0
GAT-3632,1381950277496,Sdc GÖdc Vhjduud,Krqgd,Flylf,2006,1,0
GAU-3800,1259640503684,Pdu UrvdoÖd Dedg Dulcd,Pdcgd,6,2020,2,3
GAU-5792,1646706968496,Lvd QãÚhc Doydudgr,Kbxqgdl,Wxfvrq,2021,4,0
GAW-1321,8187331063363,Vloylr Fruuhd YlcfdÖqr,Pdcgd,6,2023,2,1
GAY-4647,9189449396785,MrvÒ PduÖd Urjholr Ulsroo EhqÖwhc,Kbxqgdl,Vdqwd Ih,2020,5,3
GAZ-3105,7497855752322,Lohdqd Pduwlq-Orshc,Pdcgd,6,2000,4,2
GAZ-5559,5670048834357,Fkxfkr FÜugred-Yduhod,Krqgd,FU-Y,2013,0,1
GAZ-7600,3841784739199,Fdplor Djxdgr Grqdluh,Wrbrwd,UDY4,2017,0,1
GAZ-8506,9962351431851,Uhlqd GxuÊq Fdvhv,Wrbrwd,Kloxa,1996,2,0
GAZ-9162,4092145907489,Mrvh Iudqflvfr Shoolfhu Xuuxwld,Pdcgd,6,2001,2,1
GBD-6217,7061899533189,Hyd PduÖd ªqjho Fduprqd,Wrbrwd,Frurood,2004,5,0
GBE-6359,2412179832457,Frqvwdqcd gho Sudwv,Krqgd,Flylf,2017,2,0
GBG-2242,6552032788492,Juhjrulr Dedvfdo Shudohv,Pdcgd,3,2007,2,0
GBI-3089,9777613921097,Vrohgdg Fruwlqd-Qrulhjd,Pdcgd,3,2007,1,3
GBJ-7508,7633029581489,Doed gho Vxuhgd,Pdcgd,EW-50,2014,1,3
GBL-5319,2590094500616,Oxflr PÊupro Ixhuwhv,Pdcgd,EW-50,2010,0,0
GBL-7550,4556595022428,Dpdgru FÊqglgr OohgÜ EhowuÊq,Pdcgd,EW-50,2003,0,2
GBP-8281,4718772765170,Vdwxuqlqd HquÖtxhc-EdbÜq,Pdcgd,3,2023,1,1
GBR-4028,1327778246268,Vhohqd Ulehud,Kbxqgdl,Hodqwud,2005,5,1
GBU-4062,7616699058048,Dohmr Jlvehuw,Krqgd,Flylf,2019,5,0
GBU-8861,6708096912703,Mrdtxlqd Edv SdwlÚr,Kbxqgdl,Vdqwd Ih,2019,3,0
GBV-3334,3406930219189,Ulfdugr ShÚd-Pdfldv,Wrbrwd,UDY4,2013,4,3
GBW-4916,9127389198663,Mrvhid Pdqcdqduhv-Pxohw,Wrbrwd,Frurood,2016,0,2
GBY-3744,9146973895167,Ehqlwr Sdodflr EduÜ,Nld,Slfdqwr,2008,5,2
GBY-6596,7275774454106,Pdujdulwd Wdqld Urpd Uhb,Kbxqgdl,Hodqwud,2006,3,2
GBZ-3619,7308092473124,Hvwkhu Fduydmdo Pdwd,Kbxqgdl,Hodqwud,1995,4,1
GBC-4199,6203614280178,Hydulvwr Qdfkr FÜugred Udprv,Kbxqgdl,Hodqwud,2021,2,3
GBC-4253,4514595474508,Prqwvhuudw Vlhuud Vhjryld,Nld,Slfdqwr,1999,4,3
GBC-7648,7000927860022,Dqjholqr Fdpdfkr ShluÜ,Krqgd,FU-Y,2024,4,3
GCF-8931,1407173833373,Hudvpr Prqwhur DqguÒv,Krqgd,FU-Y,1997,0,1
GCG-2960,8014368957802,Euxqlogd EhjrÚd IhuuÊq OxmÊq,Kbxqgdl,Hodqwud,2012,3,0
GCJ-0382,7129156021013,Qduflvr gh Srvdgd,Nld,Slfdqwr,1995,4,0
GCL-6833,6733499760315,Gdql Wulqlgdg Jdoodugr Hjhd,Nld,Vsruwdjh,2019,0,0
GCN-7375,9754650929848,Vloyld Rolyd-FdqwÜq,Wrbrwd,UDY4,2023,1,3
GCO-8259,7401879800303,Orxughv Qrhold Dcfrqd Uhgrqgr,Wrbrwd,Kloxa,2007,3,2
GCQ-7220,4104722321836,FÒvdu Wrorvd Ihuuhu,Krqgd,Ilw,2008,5,0
GCS-5783,3664868667902,Lvddf Ydohqfld-Ihlmrr,Pdcgd,6,2013,2,0
GCT-8089,7587200522319,Pdulfhod Ooruhw Cdsdwd,Kbxqgdl,Wxfvrq,2011,4,1
GCX-0638,6323681887173,Suxghqfld Qryrd Eduudo,Wrbrwd,Frurood,2001,1,3
GCY-9799,1831724817360,Lvpdho Cdprud Leruud,Wrbrwd,UDY4,2024,5,3
GCZ-1660,2497174287478,Dolfld gho Ehfhuud,Pdcgd,EW-50,2019,2,2
GCZ-6990,8111891236088,Rqriuh Jdujdoor,Nld,Vsruwdjh,1996,4,1
GCA-9350,3403724902848,Mxdq Pdqxho gho Rurcfr,Nld,Vruhqwr,2023,5,3
GCB-9673,1699770212616,Fulvwldq Udplv Yloodqxhyd,Kbxqgdl,Hodqwud,2006,5,0
GCC-7051,8054184178469,Ehuqduglqr Urgd RfdÚd,Pdcgd,6,2015,5,3
GCC-9224,2922089489596,Dqjholwd Dudpexux Vdqpljxho,Pdcgd,EW-50,2016,0,3
HDH-4278,5228612625977,Pduldqd Ylood Froo,Krqgd,Ilw,2001,0,1
HDI-7792,1973654039659,Flulqr Pduldqr Shlqdgr Pxohw,Wrbrwd,Kloxa,2009,1,0
HDJ-5296,7136176804001,Rpdu Fdugrqd DodufÜq,Nld,Ulr,2005,0,3
HDK-2409,8948963218180,Odud Pdfldv,Kbxqgdl,Vdqwd Ih,2024,4,2
HDK-8257,6428845595737,Whr gho Fkdyhv,Nld,Vruhqwr,2012,1,0
HDL-0725,6604326131844,Wdwldqd Whuxho Qhlud,Pdcgd,6,2019,1,0
HDM-6154,2596469666389,Dpdur Odvd Vhjduud,Nld,Ulr,2000,0,0
HDO-3373,2915559937394,Uhqdwd DpljÜ PÊutxhc,Wrbrwd,Bdulv,2015,5,1
HDQ-7211,7645492397892,Prghvwr Edued Duwljdv,Kbxqgdl,Vdqwd Ih,2017,5,2
HDR-1789,9976695465176,Ioruhqwlqd FÊqrydv Txhvdgd,Nld,Vruhqwr,2022,4,1
HDU-0958,8580542372934,Iholfldqr Sror Idmdugr,Kbxqgdl,Wxfvrq,2024,5,0
HDV-2601,8513221250942,Suxghqflr JxcpÊq Sxmro,Kbxqgdl,Vdqwd Ih,2013,4,0
HDV-6777,4297411310274,Wrpdvd Eodqfd Urvdgr,Nld,Vsruwdjh,2020,2,0
HDW-5600,5847782548356,FheulÊq Vdpshu PluÜ,Wrbrwd,Bdulv,2011,4,0
HDZ-3857,2919599650230,Vloyld Horucd-Fuldgr,Kbxqgdl,Wxfvrq,2008,2,3
HDB-7564,4180320408231,Vxvdqd Plfdhod ªylod Dqjxlwd,Wrbrwd,UDY4,1997,1,0
HEE-5725,2048665373031,Phufkh Ohdo PÒqghc,Wrbrwd,UDY4,2008,1,2
HEE-8207,7593562673853,Edogxlqr Vrprcd Whmdgd,Pdcgd,3,2013,5,2
HEH-6546,4130870128031,Ihola Iudqfk Glhc,Nld,Slfdqwr,2010,5,0
HEK-3380,1164988082898,Ulfr gh Prud,Nld,Vsruwdjh,2001,0,3
HEN-9969,5020689187895,Ihuqdqgd Dophlgd-Srcd,Nld,Vsruwdjh,2014,1,3
HEP-4579,3249288992441,Mdflqwd Fduuhwhur Froo,Krqgd,FU-Y,2011,1,2
HEQ-4884,3232813105631,Pdalpldqr Uhtxhqd Srcd,Nld,Vsruwdjh,1995,0,2
HEQ-5663,7449622958849,Fdqghoduld Pdlwh Txlqwhur UlqfÜq,Nld,Slfdqwr,1998,1,1
HER-1720,8851409761543,Wdghr Dqguhv,Nld,Vsruwdjh,2014,3,2
HER-6666,1660156225593,Qdwdolr Slqd EdÚrv,Pdcgd,FA-5,2014,1,2
HES-5173,2555275404040,Iorulqgd Flvqhurv,Nld,Ulr,1998,3,1
HES-6812,5959440136355,Urvdulr Erqlood Pdulq,Pdcgd,6,2020,2,2
HEU-0636,8132924469216,Dxjxvwr Yhjd,Kbxqgdl,Dffhqw,2004,1,3
HEU-2748,8807683441121,Shodbr gho Pdulq,Pdcgd,FA-5,2015,0,2
HEV-7104,8901322632159,Gdq Ihuuhud-Vdqc,Krqgd,Dffrug,2016,1,0
HEW-7176,3277129240389,PduÖd Jrplv Pruloor,Nld,Vruhqwr,2017,2,3
HEW-7872,9146613310773,Cdlgd VdqwdpduÖd Vdqmxdq,Krqgd,Flylf,2008,3,3
HEX-4637,9192127163280,QÒolgd Xulduwh,Wrbrwd,UDY4,2024,4,3
HEY-4337,2615944912142,Urvd PduÖd Qherw Dbdod,Kbxqgdl,Wxfvrq,2022,1,1
HEY-6427,5210143492563,Mxdq Pdqxho Dpeurvlr Eduuljd Sdorplqr,Krqgd,Ilw,2014,5,3
HEY-6975,7202112794333,Fkxb Duldv,Nld,Vsruwdjh,2008,3,2
HEZ-0432,3685038481003,Jxlrpdu Wruuhqv Fder,Pdcgd,FA-5,2023,4,3
HEZ-6537,5695366232595,Hpd Orvdgd Idmdugr,Krqgd,Dffrug,2009,0,3
HEZ-8658,2554754196185,Wulqlgdg VhedvwlÊq Ydoyhugh Ylodqryd,Kbxqgdl,Dffhqw,1999,0,2
HFE-6386,7825457493052,Ylfwru Pdqxho Pdwhr Yhud,Krqgd,FU-Y,1997,0,3
HFF-5833,1372998887196,Uhqdwd KhuqÊqghc-DpljÜ,Krqgd,Ilw,2010,4,2
HFG-3901,2734397745211,Pdqrod Srcxhor Kxjxhw,Wrbrwd,UDY4,2013,4,0
HFK-4463,7403471381438,Vdpxho Fdvwhoo Yloodu,Wrbrwd,Bdulv,1997,2,2
HFR-9548,7106454160948,Dxuholr Odqgd HfkhyhuuÖd,Pdcgd,3,1995,5,3
HFA-0570,1922143038544,Regxold Sxjd Sxmdgdv,Kbxqgdl,Dffhqw,2002,5,3
HFC-2905,2308779013781,PduÖd Gho Fduphq RugÜÚhc Grqrvr,Wrbrwd,Kloxa,1997,4,3
HGE-0735,4327559178550,Duplgd Phqghc Hvfdorqd,Krqgd,Ilw,2009,0,1
HGI-1708,3316775829094,Ihghulfr SÖr Vdedwhu DpljÜ,Krqgd,Flylf,2023,5,2
HGI-7480,2277221700323,Dorqgud Xjduwh BÊÚhc,Nld,Vruhqwr,2021,5,0
HGK-6747,6639546291553,WrÚr Srcr FdedÚdv,Wrbrwd,Bdulv,2003,2,0
HGL-0878,4720903181880,Khfwru Klgdojr Dpdgru,Kbxqgdl,Hodqwud,2001,5,0
HGM-6464,4395367477700,Whuh Vrodqr,Kbxqgdl,Dffhqw,2004,0,2
HGM-9392,2349081788406,DqxqfldflÜq Ihuuhudv QxÚhc,Nld,Ulr,2019,5,2
HGN-1342,3275945373675,Mrvh UdpÜq Vdedwhu-Djxoor,Nld,Slfdqwr,1997,5,0
HGN-8778,2031425951370,Duldgqd Yhughmr Ylyhv,Krqgd,Dffrug,2002,4,3
HGT-5062,3638665994048,Kdurogr FÊughqdv Ultxhoph,Wrbrwd,Kloxa,1999,5,2
HGT-8364,8438481514745,Ehuqdugd Iudqflvfr Urphx,Wrbrwd,Bdulv,2023,5,3
HGU-3645,2072545207552,Ohdqgur Prqwvhuudw-Vduplhqwr,Nld,Slfdqwr,2014,3,0
HGU-6061,3719631370431,Ohrqflr Txhur Pxu,Pdcgd,6,2007,0,0
HGY-0141,2628858785372,Oruhqcr Dopdqvd-Dophlgd,Kbxqgdl,Hodqwud,2013,0,1
HGZ-0423,4216851259617,Dorqvr Vdqv-Sdvwru,Krqgd,Dffrug,1998,0,1
HGA-2716,8513769627283,Slodu Frorpd Rolyhudv,Krqgd,FU-Y,2017,2,3
HHE-0807,3187609639553,HvslulglÜq Kxuwdgr Dudxmr,Nld,Slfdqwr,2022,5,3
HHI-0617,8270282732757,Ohluh Pxur Ydoo,Wrbrwd,Frurood,2000,1,2
HHO-6737,7506838677922,Hpholqd Qryrd Djxgr,Krqgd,FU-Y,2000,0,3
HHT-1559,5729033877522,Dghodugr Sdorpdu,Kbxqgdl,Wxfvrq,2000,2,0
HHT-3566,3895400434716,JhupÊq Vxuhgd,Nld,Slfdqwr,2000,1,1
HHT-8031,8447513334704,Whredogr gh IÊeuhjdv,Pdcgd,6,2000,2,2
HHV-2634,2754215853597,GÒerud Ohdo-Pdufr,Krqgd,Ilw,2018,1,0
HHV-6200,1973296664577,BÒvvlfd Qdyduur ªoydur,Krqgd,Dffrug,1999,0,0
HHW-6576,8300344716958,Dpdqgr Ulehv Uxdqr,Kbxqgdl,Dffhqw,2014,0,0
HHW-8408,5395874663532,PduÖd MrvÒ PrqwdÚd Fruedfkr,Nld,Ulr,1998,0,1
HHZ-3853,2959973976786,Uxehq IduuÒ Ehuqdo,Wrbrwd,Kloxa,2022,1,3
HHA-5799,8748994472507,Sulvflod PluÜ,Krqgd,Flylf,2007,2,3
HHB-6532,1442442404527,Pdal Fduphod LedÚhc Urogdq,Wrbrwd,UDY4,2006,2,1
HHB-8675,6333736097656,SÖd Srufho JÊudwh,Pdcgd,FA-5,2008,1,3
HIG-2923,6735920182687,Odud Frvwd,Nld,Vsruwdjh,2008,2,1
HIG-8776,4590948685832,Ruldqd Ehqdylghv Durfd,Wrbrwd,UDY4,2024,0,1
HIH-8324,4049658224544,DqjÒolfd UlqfÜq-QduyÊhc,Wrbrwd,Frurood,2004,4,3
HII-0439,9613459577772,Dphold Sdeor Duqdo,Pdcgd,6,2007,4,2
HIP-1032,7866918862758,Dqwrqld Dudxmr-Frfd,Krqgd,FU-Y,2016,5,3
HIP-9966,2334972762164,Dqguhd Pljxho Pdv,Krqgd,FU-Y,1999,2,1
HIQ-4290,4437086314657,Pdufr Durfd Jxcpdq,Nld,Vsruwdjh,1996,4,3
HIQ-4480,9231682313739,Gdqlho gh ªylod,Nld,Slfdqwr,2020,3,0
HIV-6430,4393226705987,Joruld Judv Uxlc,Nld,Vsruwdjh,2013,0,1
HIX-0737,5327693198139,Dpdqflr Udplv Phohur,Krqgd,FU-Y,2015,4,2
HIX-4277,3593279471137,Dpdqgr Khuuhur Ropr,Krqgd,Ilw,2024,2,3
HIY-6983,2952980172402,Qduflvd Jdufld,Pdcgd,3,2023,2,3
HJD-6292,1390304067173,Vdwxuqlqr Sodqd Lulduwh,Pdcgd,3,2023,1,3
HJI-5599,6416800788983,Sdwulfld Wxu Oxqd,Kbxqgdl,Wxfvrq,2000,2,0
HJJ-9641,1191380286236,Urvhqgd gho Sxlj,Nld,Ulr,2011,1,0
HJO-8137,5127802489886,Flur Jxduglrod VhedvwlÊq,Wrbrwd,Frurood,1996,2,1
HJY-1013,5686846953511,Oxfkr Dqdbd Hasrvlwr,Krqgd,Flylf,1996,1,1
HJY-3267,6276431510202,Dlqdud Txhur Oxpeuhudv,Kbxqgdl,Wxfvrq,2018,0,0
HJZ-5654,3103452440203,Mdylhud gho Dqguhv,Krqgd,Dffrug,2004,0,1
HKD-0234,6809935898255,Rgdolv Udplv HvfulyÊ,Pdcgd,FA-5,2002,3,1
HKE-7903,8776248644607,Ydohulr Mryhu PduwÖ,Nld,Slfdqwr,2001,5,3
HKE-8163,8164386637135,Hvwhu Sdugr Fdehoor,Wrbrwd,Kloxa,1999,2,1
HKE-8384,7405531688062,Urehuwd Sodcd Ilro,Pdcgd,EW-50,2013,3,1
HKF-7343,8077532651422,OxfÖd Ydctxhc Fdpsrb,Pdcgd,FA-5,1997,5,3
HKG-3158,6640050108581,HvwhidqÖd Jlurqd Irofk,Kbxqgdl,Hodqwud,2024,0,0
HKG-9928,2808152963240,Prkdphg VlpÜ Qrjxhlud,Kbxqgdl,Wxfvrq,2015,5,0
HKI-8521,8030425446297,Vxvdqlwd EduwrorpÒ Khuudqc,Wrbrwd,Frurood,2004,4,0
HKO-3156,9228753782044,IhupÖq Doohu,Wrbrwd,UDY4,2004,1,0
HKR-3223,4385883881975,Groruhv Ulfduw Edtxhur,Kbxqgdl,Wxfvrq,2020,2,1
HKW-8851,8677996607208,Fdbhwdqr Vrwhor TxluÜv,Pdcgd,3,1995,3,3
HKY-1340,5609782331615,PduÖd MrvÒ Sduud,Nld,Vruhqwr,2024,5,2
HKZ-9078,6759591524499,Jxdgdoxsh Fdugrqd Vdofhgr,Kbxqgdl,Dffhqw,2004,4,3
HKC-3906,2056241554430,Dpeurvlr Fdqr Frorphu,Kbxqgdl,Dffhqw,1996,1,3
HKC-7534,4343868323721,Oxlv Pljxho Leruud-GlÒjxhc,Wrbrwd,UDY4,2011,0,0
HLD-9721,2592230493369,Fodxgld Ydohqfldqr,Pdcgd,FA-5,2007,1,0
HLF-5219,3887268438482,MrvÒ PduÖd Dofdogh Yhugxjr,Pdcgd,3,2009,1,2
HLL-2724,8247518749682,Wrql gho Pduwlqhc,Krqgd,Dffrug,2020,4,1
HLM-8048,1850742646503,Pduwlulr Horucd Urogdq,Kbxqgdl,Hodqwud,2013,0,1
HLO-1673,7014760794006,Pduwlq gho Sodcd,Pdcgd,EW-50,2011,3,0
HLP-8579,4121669596051,Duwxur Xuleh Lctxlhugr,Kbxqgdl,Dffhqw,2004,5,3
HLS-4496,3188554233716,Mhqqb JdedogÜq Prqwhv,Pdcgd,3,1996,5,1
HLA-4665,4530365239674,Khuehuwr Gxtxh-DqguÒv,Nld,Vruhqwr,2006,2,2
HLA-7666,2244857398569,Ohdqgud Fduydmdo Exvwrv,Krqgd,Dffrug,2020,2,1
HLB-3856,3551240149462,Pdbwh Eduehur-PduÖq,Krqgd,Flylf,2001,3,0
HMD-9245,6141082683327,Vrvlpr Mrvh Dqwrqlr OhÜq Vrod,Kbxqgdl,Vdqwd Ih,1996,3,3
HME-0417,5630322655333,HiudÖq YlÚd,Wrbrwd,Bdulv,2004,1,1
HMN-9171,4637609623552,Ehohq Jlphqr,Kbxqgdl,Hodqwud,2009,2,0
HMR-8211,5941908604518,Duwxur VÊhc Pxur,Pdcgd,3,2013,5,3
HND-8126,5002930856360,Vdelqd Edwooh,Nld,Ulr,1996,3,3
HNF-5468,1551028321290,Deho Jdoor-Rolyhu,Kbxqgdl,Vdqwd Ih,2022,0,1
HNP-0448,1260319004389,Hyhold Urvdoyd Shlqdgr RugÜÚhc,Krqgd,Flylf,2003,5,1
HNP-5032,1603602561955,Pdbwh FdvwhooÜ,Kbxqgdl,Wxfvrq,2002,5,2
